0,1,0,0,0.85,1,0.4,0,1,0.225
1,2,0,0.5,0.6,0.5,0.8,0.5,0.143,0.645
0,3,0,0,0.7,0.333,0.2,0,0.429,0.623
1,4,0,0.5,1,0.25,0.2,0,0.286,0.486
1,5,0,0,0.9,0.2,0.6,0.5,0.429,0.428
0,6,0,0.5,1,0.167,0.8,0,0.429,0.275
0,7,0,0,1,0.143,0.2,0.5,0.143,0.507
1,8,0,0,1,0.125,0,0,0.143,0.297
1,9,0,0.5,0.8,0.111,0.2,0.5,0.286,0.601
0,10,0,0,0.55,0.1,0.4,0.5,0.143,0.341
0,11,0,1,0.6,0.091,1,1,0.143,0.428
1,12,0,0,1,0.083,0.4,0,0.429,0.297
0,13,0,0.5,-0.15,0.077,0.8,0,0.143,0
1,14,0,1,0.55,0.071,0.4,0,0.286,1
0,15,0,0,0.5,0.067,0.4,0,0.143,0.616
1,16,0,1,0.8,0.062,0.2,0,0.286,0.667
0,17,0,0,0.95,0.059,0.6,1,0.143,0.225
0,18,0,0,0.85,0.056,0.2,0.5,0.143,0.435
0,19,0,0,0.65,0.053,0,0,0.143,0.514
0,20,0,0,0.35,0.05,0.6,0.5,0.143,0
0,21,0,0,0.9,0.048,0.4,0.5,0.286,0.225
0,1,0,0,0.8,1,0.125,0,1,0.279
1,2,0,0,0.55,0.5,0.375,0.5,0.2,0.547
0,3,0,0,0.75,0.333,0.375,0.5,0.4,0.453
0,4,0,0,0.9,0.25,0.5,0,0.2,0.744
1,5,0,0,1,0.2,0,0,0.2,0.407
0,6,0,0,0.1,0.167,1,1,0.6,0
1,7,0,0,-0.1,0.143,0.75,0.5,0.2,0
1,8,0,0,0.6,0.125,0,0,0.2,0.837
0,9,0,0,1,0.111,0.125,0,0.2,0.686
1,10,1,0,0.65,0.1,0.25,0.5,0.2,0.767
0,11,0,0,0.15,0.091,0.125,0,0.2,0
0,12,0,0,1,0.083,0.25,0.5,0.2,0.291
0,13,0,1,-0.1,0.077,0.5,0.5,0.2,0
0,14,0,0,0.7,0.071,0.125,0.5,0.2,1
1,15,0,0,-0.25,0.067,0.25,1,0.2,0
0,16,0,0,0.7,0.062,0.375,0,0.2,0.605
0,1,0,0,0.85,1,0.2,0,1,0.61
0,2,0,0,0.55,0.5,0.2,0,0.714,1
1,3,0,0,0.7,0.333,0.8,0,0.571,0.976
1,4,0,0,0.9,0.25,1,0,0.429,0.634
0,5,0,0,1,0.2,0.2,0,0.286,0.634
0,6,0,0,1,0.167,0.4,0,0.143,0.561
1,7,0,0,-0.1,0.143,1,1,0.143,0
0,8,0,0,0.1,0.125,1,0,0.143,0
0,9,0,0,0.85,0.111,0,0,0.143,0.39
1,10,0,0,0.75,0.1,0.2,0,0.143,0.683
0,11,0,0,0.8,0.091,0.2,1,0.286,0.707
1,12,0,0,0.85,0.083,0.6,0,0.143,0.659
0,13,0,0,0.7,0.077,0.6,0,0.286,0.659
0,1,0,0,0.9,1,0.143,0.5,1,0.372
0,2,0,0.5,1,0.5,0.143,0,0.5,0.407
